관리기관명,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경상남도 거제시청,옥포동 504-1(옥포동 국산사거리),주정차단속,4,200,70도,30일,2009-04-01,055-639-3683,34.89623745,128.6904076,2025-11-04
경상남도 거제시청,장승로 145(거제문화예술회관 2층 야외난간),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,34.8664,128.7239,2025-11-04
경상남도 거제시청,일운면 서이말길 478(마산해양항만청 내),해상감시,2,200,70도,30일,2014-07-01,055-639-3683,34.7874,128.7385,2025-11-04
경상남도 거제시청,장평4로 14(CU편의점),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.88762935,128.6032041,2025-11-04
경상남도 거제시청,거제중앙로20길 13(고현동 고현연립),쓰레기투기감시,1,200,70도,30일,2014-04-01,055-639-3683,34.88637907,128.6253415,2025-11-04
경상남도 거제시청,남부면 여차길12(여차마을회관 옥상),해상감시,1,200,70도,30일,2013-08-01,055-639-3683,34.71452115,128.627172,2025-11-04
경상남도 거제시청,연초면 연사리 1447-1,재난관리,6,200,70도,30일,2017-11-01,055-639-3683,34.89769572,128.6378672,2025-11-04
경상남도 거제시청,고현동 793-11(에덴하우징앞),쓰레기투기감시,1,200,70도,30일,2014-04-01,055-639-3683,34.88573628,128.6211374,2025-11-04
경상남도 거제시청,문동동 598-8 (삼룡초등학교 정문 앞),어린이보호구역,3,200,70도,30일,2022-11-01,055-639-3683,34.86172546,128.6435457,2025-11-04
경상남도 거제시청,일운면 지세포리 1375(일운초등학교(정문)),어린이보호구역,2,200,70도,30일,2019-08-01,055-639-3683,34.8278311,128.7064707,2025-11-04
경상남도 거제시청,장승포동 632(마전초등학교 삼거리),어린이보호구역,2,200,70도,30일,2019-08-01,055-639-3683,34.85914901,128.7211332,2025-11-04
경상남도 거제시청,고현동 1084,재난관리,3,200,70도,30일,2018-11-01,055-639-3683,34.89595082,128.6376669,2025-11-04
경상남도 거제시청,연초면 연사리 1447,재난관리,4,200,70도,30일,2018-11-01,055-639-3683,34.89809589,128.6384432,2025-11-04
경상남도 거제시청,고현동 1073(고현동 1075),재난관리,4,200,70도,30일,2018-11-01,055-639-3683,34.8944281,128.6369593,2025-11-04
경상남도 거제시청,수월동 852-1(수월초등학교),어린이보호구역,3,200,70도,30일,2015-10-01,055-639-3683,34.88953468,128.6437235,2025-11-04
경상남도 거제시청,문동동 481-42 (상동교차로),재난관리,2,200,70도,30일,2018-11-01,055-639-3683,34.8664,128.6403,2025-11-04
경상남도 거제시청,상동동 1005-22 (독봉산웰빙공원 입구),재난관리,4,200,70도,30일,2018-11-01,055-639-3683,34.8774,128.6335,2025-11-04
경상남도 거제시청,고현동 50-1 (고현하이마트 건너편),재난관리,3,200,70도,30일,2018-11-01,055-639-3683,34.8879,128.6267,2025-11-04
경상남도 거제시청,옥포동178 옥포1동(여성경로당 앞 사거리),방범,5,200,70도,30일,2017-06-01,055-639-3683,34.88954237,128.6946817,2025-11-04
경상남도 거제시청,두모동 489-1 (GS-LPG 충전소 입구),재난관리,2,200,70도,30일,2018-11-01,055-639-3683,34.87095276,128.7197346,2025-11-04
경상남도 거제시청,장승포동 657-12 (썬빌 앞),재난관리,3,200,70도,30일,2018-11-01,055-639-3683,34.8674,128.7307,2025-11-04
경상남도 거제시청,일운면 소동리 383-1(소동마을 버스정류소 옆),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.8391,128.6989,2025-11-04
경상남도 거제시청,옥포2동 510-24(조라인라인 스케이트장 앞),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.8933,128.6967,2025-11-04
경상남도 거제시청,옥포1동 539-1(옥포초등학교 뒤),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.892501,128.689431,2025-11-04
경상남도 거제시청,능포동 753-20(수협냉동냉장 앞 삼거리),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.8844,128.7393,2025-11-04
경상남도 거제시청,고현동 112(성림마을회관),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.8851,128.6239,2025-11-04
경상남도 거제시청,고현동 961-171(오도리횟집앞),방범,4,200,70도,30일,2020-05-01,055-639-3683,34.88730142,128.6216193,2025-11-04
경상남도 거제시청,아주동 460-4(아주농협지소앞),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.8665,128.6929,2025-11-04
경상남도 거제시청,아주로74-1,방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8652,128.687,2025-11-04
경상남도 거제시청,탑곡로2길 11,방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8647,128.6943,2025-11-04
경상남도 거제시청,옥포동 985-3(옥현상가앞),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.89703976,128.6902434,2025-11-04
경상남도 거제시청,국산1길 17,방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8979,128.6923,2025-11-04
경상남도 거제시청,국산7길 14(서강어린이집),방범,1,200,70도,30일,2013-12-01,055-639-3683,34.89831055,128.6940278,2025-11-04
경상남도 거제시청,고현동 1034(포로수용소앞),방범,2,200,70도,30일,2014-12-01,055-639-3683,34.87745888,128.6268031,2025-11-04
경상남도 거제시청,사등면 사곡리 787-8 (모래실 지하통로),재난관리,5,200,70도,30일,2018-11-01,055-639-3683,34.8978,128.5727,2025-11-04
경상남도 거제시청,일운면 와현리 194-2 (예구마을 물양장),재난관리,3,200,70도,30일,2018-11-01,055-639-3683,34.80188762,128.7153904,2025-11-04
경상남도 거제시청,일운면 지세포리 691-2 (회진마을안길),재난관리,4,200,70도,30일,2018-11-01,055-639-3683,34.8281,128.7095,2025-11-04
경상남도 거제시청,해상감시11(동호) 동부면 오송리 337-15번지,해상감시,5,200,70도,30일,2018-11-01,055-639-3683,34.80982056,128.5865083,2025-11-04
경상남도 거제시청,해상감시15(쌍근) 남부면 탑포리 539-1번지,해상감시,4,200,70도,30일,2018-11-01,055-639-3683,34.76425222,128.5839047,2025-11-04
경상남도 거제시청,거제면 기성로 53(거제공설시장),방범,1,200,70도,30일,2015-10-01,055-639-3683,34.85130356,128.5896771,2025-11-04
경상남도 거제시청,고현동 1012(중곡농협앞),방범,4,200,70도,30일,2014-12-01,055-639-3683,34.89382892,128.6280764,2025-11-04
경상남도 거제시청,고현동 961-19(복지매장앞),방범,4,200,70도,30일,2014-12-01,055-639-3683,34.8885,128.6217,2025-11-04
경상남도 거제시청,옥포동 544-5(옥포1동 영진사앞),방범,2,200,70도,30일,2014-12-01,055-639-3683,34.89114268,128.6916223,2025-11-04
경상남도 거제시청,고현동 442-11(청운하이빌 앞),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.87878617,128.6269393,2025-11-04
경상남도 거제시청,고현동 961-59(M파크 앞),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.88892177,128.6244856,2025-11-04
경상남도 거제시청,장평동 34-1도(성원 아파트 뒤),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.892686,128.611289,2025-11-04
경상남도 거제시청,고현동 959(신현초교앞),어린이보호구역,5,200,70도,30일,2014-12-01,055-639-3683,34.88862608,128.6174753,2025-11-04
경상남도 거제시청,연초면 덕치리 산67-3(연초면 덕치고개),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.94344212,128.6537281,2025-11-04
경상남도 거제시청,옥포동 1936,방범,3,200,70도,30일,2015-07-01,055-639-3683,34.891714,128.695952,2025-11-04
경상남도 거제시청,고현동 41-2(더나은동물메디컬센터 앞),쓰레기투기감시,1,200,70도,30일,2014-04-01,055-639-3683,34.88742439,128.6251409,2025-11-04
경상남도 거제시청,고현동 120-11(화이트캐슬모텔 주차장옆),쓰레기투기감시,1,200,70도,30일,2015-07-01,055-639-3683,34.8846,128.6243,2025-11-04
경상남도 거제시청,고현동 368-6(고현중학교),방범,2,200,70도,30일,2019-08-01,055-639-3683,34.87828379,128.6261695,2025-11-04
경상남도 거제시청,사등면 청곡리 577-3 (들막마을 물양장),재난관리,5,200,70도,30일,2018-11-01,055-639-3683,34.90294346,128.5017326,2025-11-04
경상남도 거제시청,사등면 사곡리 886 (사곡삼거리 지하통로),재난관리,5,200,70도,30일,2018-11-01,055-639-3683,34.8998,128.5638,2025-11-04
경상남도 거제시청,해상감시18(홍포) 남부면 저구리 737-116번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.70672643,128.600066,2025-11-04
경상남도 거제시청,고현동 968-3(웨딩블랑주변),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.8902,128.6201,2025-11-04
경상남도 거제시청,능포동 391(성수마트~옥수교회골목),방범,2,200,70도,30일,2019-08-01,055-639-3683,34.87786011,128.7308586,2025-11-04
경상남도 거제시청,옥포중앙로 55,방범,1,200,70도,30일,2013-12-01,055-639-3683,34.8963,128.6918,2025-11-04
경상남도 거제시청,장평동 287-3(주공아파트 삼거리),방범,2,200,70도,30일,2019-08-01,055-639-3683,34.890981,128.60753,2025-11-04
경상남도 거제시청,장평동 174(신현 제5어린이공원),도시공원,3,200,70도,30일,2013-11-01,055-639-3683,34.88899637,128.6096141,2025-11-04
경상남도 거제시청,하청면 하청리 661-3(하청초등학교 앞),어린이보호구역,2,200,70도,30일,2019-08-01,055-639-3683,34.95633276,128.6547941,2025-11-04
경상남도 거제시청,장평동 1195-3(대한아파트 뒤편),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.8928,128.6143,2025-11-04
경상남도 거제시청,장평동 95-102(종합상가 뒤),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.89059313,128.6127583,2025-11-04
경상남도 거제시청,옥포동 519-22(옥포초교 뒤),어린이보호구역,2,200,70도,30일,2020-05-01,055-639-3683,34.8929,128.6893,2025-11-04
경상남도 거제시청,옥포동 542-4(옥포성당 부근),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.8924,128.694,2025-11-04
경상남도 거제시청,옥포동 1272-3(진목초교앞),방범,4,200,70도,30일,2015-07-01,055-639-3683,34.90134437,128.6851425,2025-11-04
경상남도 거제시청,고현동 735-2(성호탕앞),방범,2,200,70도,30일,2019-08-01,055-639-3683,34.88400654,128.6226057,2025-11-04
경상남도 거제시청,아주동 352-13(아주초등학교),어린이보호구역,1,200,70도,30일,2015-10-01,055-639-3683,34.86507013,128.6935027,2025-11-04
경상남도 거제시청,장승포동(마전동) 613 마전초등학교,어린이보호구역,1,200,70도,30일,2015-10-01,055-639-3683,34.85949202,128.7211657,2025-11-04
경상남도 거제시청,장승포동(마전동) 613-1 마전초등학교,어린이보호구역,1,200,70도,30일,2015-10-01,055-639-3683,34.85944833,128.7206647,2025-11-04
경상남도 거제시청,둔덕면 술역리 963(숭덕초등학교 #1),어린이보호구역,2,200,70도,30일,2015-10-01,055-639-3683,34.835624,128.496056,2025-11-04
경상남도 거제시청,둔덕면 술역리 103-5(숭덕초등학교 #2),어린이보호구역,1,200,70도,30일,2015-10-01,055-639-3683,34.836087,128.495018,2025-11-04
경상남도 거제시청,둔덕면 하둔리 628-1(방답마을 아래),방범,3,200,70도,30일,2015-12-01,055-639-3683,34.83475219,128.5110249,2025-11-04
경상남도 거제시청,둔덕면 하둔리 520-4(방답마을 위),방범,3,200,70도,30일,2015-12-01,055-639-3683,34.8349,128.5125,2025-11-04
경상남도 거제시청,아주동 575-3(아주터널 교차로(푸르지오방면)),방범,2,200,70도,30일,2016-05-01,055-639-3683,34.86964643,128.6890395,2025-11-04
경상남도 거제시청,아주동 563-2(아주터널 교차로(주민센터방면)),방범,2,200,70도,30일,2016-05-01,055-639-3683,34.869,128.6895,2025-11-04
경상남도 거제시청,고현동 1068-3(거제중앙초등학교 일원),어린이보호구역,5,200,70도,30일,2019-08-01,055-639-3683,34.89467729,128.634803,2025-11-04
경상남도 거제시청,일운면 지세포리 1375(일운초등학교(후문)),어린이보호구역,2,200,70도,30일,2015-10-01,055-639-3683,34.8281548,128.7055641,2025-11-04
경상남도 거제시청,거제면 동상리 535-1(거제초등학교),어린이보호구역,2,200,70도,30일,2015-10-01,055-639-3683,34.85072452,128.5911353,2025-11-04
경상남도 거제시청,옥포동 산71-26(옥포중앙공원),도시공원,3,200,70도,30일,2015-10-01,055-639-3683,34.8941,128.7028,2025-11-04
경상남도 거제시청,옥포동 1978(옥포 제43공원),도시공원,4,200,70도,30일,2015-10-01,055-639-3683,34.89050852,128.696284,2025-11-04
경상남도 거제시청,아주동 1472-4(내곡초등학교),어린이보호구역,2,200,70도,30일,2015-10-01,055-639-3683,34.86974219,128.6793185,2025-11-04
경상남도 거제시청,상동동 369(독봉산웰빙공원),도시공원,3,200,70도,30일,2015-10-01,055-639-3683,34.87822272,128.6336621,2025-11-04
경상남도 거제시청,옥포동 875(옥포 제2근린공원),도시공원,3,200,70도,30일,2015-10-01,055-639-3683,34.9019,128.6971,2025-11-04
경상남도 거제시청,옥포동 881-7(옥포 제4어린이공원),도시공원,1,200,70도,30일,2015-10-01,055-639-3683,34.89651612,128.6976457,2025-11-04
경상남도 거제시청,옥포동 522-5(옥포 제6어린이공원),도시공원,6,200,70도,30일,2015-10-01,055-639-3683,34.8954,128.6949,2025-11-04
경상남도 거제시청,해상감시17(명사) 남부면 저구리 248-11번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.7268,128.6008,2025-11-04
경상남도 거제시청,해상감시16(근포) 남부면 저구리 489-23번지,해상감시,2,200,70도,30일,2018-11-01,055-639-3683,34.7205,128.5864,2025-11-04
경상남도 거제시청,해상감시14(가배) 동부면 가배리 626-3번지 인근,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.78067054,128.5628834,2025-11-04
경상남도 거제시청,해상감시13(수산생물폐사체처리장) 동부면 가배리 880-9번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.7855,128.5416,2025-11-04
경상남도 거제시청,해상감시12(함박금길 삼거리) 동부면 가배리 산80-235번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.78686298,128.5458191,2025-11-04
경상남도 거제시청,해상감시10(죽림) 거제면 오수리 1097-4번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.841,128.5782,2025-11-04
경상남도 거제시청,해상감시9(소랑) 거제면 소랑리 200-17번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.83161695,128.5391205,2025-11-04
경상남도 거제시청,해상감시8(법동) 거제면 법동리 1123-7번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.82333317,128.5204343,2025-11-04
경상남도 거제시청,해상감시4(내평) 둔덕면 술역리 750-15번지,해상감시,5,200,70도,30일,2018-11-01,055-639-3683,34.850059,128.478746,2025-11-04
경상남도 거제시청,해상감시7(아지랑마을) 거제면 법동리 1095-1번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.80930577,128.5158801,2025-11-04
경상남도 거제시청,해상감시6(구바지락살포장입구) 둔덕면 어구리 산 63-1번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.81268775,128.5099176,2025-11-04
경상남도 거제시청,해상감시5(호곡) 둔덕면 술역리 389-9번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.8373,128.4905,2025-11-04
경상남도 거제시청,해상감시3(광리) 사등면 덕호리 288-95번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.8773,128.4731,2025-11-04
경상남도 거제시청,해상감시2(견내량) 사등면 덕호리 55-12번지,해상감시,3,200,70도,30일,2018-11-01,055-639-3683,34.8868,128.4797,2025-11-04
경상남도 거제시청,해상감시1(후포) 사등면 오량리 619-14번지,해상감시,6,200,70도,30일,2018-11-01,055-639-3683,34.89607256,128.4910322,2025-11-04
경상남도 거제시청,수양동 930-8(보건소 삼거리),방범,3,200,70도,30일,2020-05-01,055-639-3683,34.8913,128.6364,2025-11-04
경상남도 거제시청,장평동 771-3 장평기상관측소굴다리 버스정류장 앞,방범,2,200,70도,30일,2020-05-01,055-639-3683,34.88879372,128.6054479,2025-11-04
경상남도 거제시청,아주동 산166-6(아주 공설운동장 옆 통학로),방범,4,200,70도,30일,2013-06-01,055-639-3683,34.8641,128.6902,2025-11-04
경상남도 거제시청,연초면 연사리 1051-5(삼한종합중기앞),방범,2,200,70도,30일,2019-08-01,055-639-3683,34.91188999,128.6435132,2025-11-04
경상남도 거제시청,연초면 송정리 923구(충해공원묘지 입구),방범,1,200,70도,30일,2013-06-01,055-639-3683,34.9152,128.6752,2025-11-04
경상남도 거제시청,옥포2동 884-4도(옥포 주공아파트 입구),방범,2,200,70도,30일,2023-06-01,055-639-3683,34.89783095,128.696318,2025-11-04
경상남도 거제시청,옥포2동 산32-55도(옥포대첩 기념공원 입구),방범,2,200,70도,30일,2013-06-01,055-639-3683,34.9041,128.7039,2025-11-04
경상남도 거제시청,옥포동 1300(진목초등학교 앞),어린이보호구역,4,200,70도,30일,2013-12-01,055-639-3683,34.90079628,128.6841713,2025-11-04
경상남도 거제시청,수월동 581-15(수월마을 입구),방범,3,200,70도,30일,2014-11-01,055-639-3683,34.884932,128.65194,2025-11-04
경상남도 거제시청,능포동 680-14 원마트(대우아파트 골목길),방범,5,200,70도,30일,2020-05-01,055-639-3683,34.87559178,128.7323239,2025-11-04
경상남도 거제시청,옥수로4길 24(구능포동사무소앞),방범,2,200,70도,30일,2019-08-01,055-639-3683,34.87642425,128.7301541,2025-11-04
경상남도 거제시청,옥포동 519(보석청 사우나),방범,4,200,70도,30일,2020-05-01,055-639-3683,34.8957,128.6918,2025-11-04
경상남도 거제시청,수월동 1124-2(수양동 수월사거리),주정차단속,4,200,70도,30일,2016-07-01,055-639-3683,34.8926,128.6412,2025-11-04
경상남도 거제시청,아주동 740-2(아주동 대우 서문 앞),주정차단속,4,200,70도,30일,2016-07-01,055-639-3683,34.875,128.6926,2025-11-04
경상남도 거제시청,고현동 981(고현동 시외버스터미널 앞 7번 교차로),주정차단속,1,200,70도,30일,2019-05-01,055-639-3683,34.89189,128.624481,2025-11-04
경상남도 거제시청,고현동 29-15(고현동 고현천로 버스정류장),주정차단속,1,200,70도,30일,2019-05-01,055-639-3683,34.8889168,128.6254672,2025-11-04
경상남도 거제시청,연초면 오비리 산142-31(신오교삼거리(고현방면)),차번인식,2,200,70도,30일,2016-06-01,055-639-3683,34.8987,128.6258,2025-11-04
경상남도 거제시청,연초면 오비리 산142-93(신오교삼거리(한내방면)),차번인식,1,200,70도,30일,2016-06-01,055-639-3683,34.8987,128.6259,2025-11-04
경상남도 거제시청,연초면 송정리 산140-7(송정거가대로 접속점(연초방면)),차번인식,1,200,70도,30일,2016-06-01,055-639-3683,34.90884922,128.681433,2025-11-04
경상남도 거제시청,연초면 송정리 산140-7(송정거가대로 접속점(고현방면)),차번인식,1,200,70도,30일,2016-06-01,055-639-3683,34.9142,128.6755,2025-11-04
경상남도 거제시청,아주동 576-5(아주터널 출구),방범,4,200,70도,30일,2016-06-01,055-639-3683,34.8691,128.6893,2025-11-04
경상남도 거제시청,문동동 489-28(주민센터 맞은편),방범,4,200,70도,30일,2016-06-01,055-639-3683,34.8681,128.6385,2025-11-04
경상남도 거제시청,거제면 동상리 494(거제밧데리 앞 사거리),방범,5,200,70도,30일,2016-07-01,055-639-3683,34.8496,128.5925,2025-11-04
경상남도 거제시청,고현동959-10 한전 거제지사 앞 사거리,어린이보호구역,4,200,70도,30일,2018-11-01,055-639-3683,34.8897,128.6187,2025-11-04
경상남도 거제시청,장목면 장목리 320-1 장목농협앞 삼거리,어린이보호구역,3,200,70도,30일,2018-11-01,055-639-3683,34.99059648,128.6821815,2025-11-04
경상남도 거제시청,동상리 45-1 CU거제면동상점 앞,어린이보호구역,4,200,70도,30일,2018-11-01,055-639-3683,34.84979301,128.5898539,2025-11-04
경상남도 거제시청,거제면 동상리 535-2 거제농협 앞,어린이보호구역,10,200,70도,30일,2018-11-01,055-639-3683,34.85055684,128.5906651,2025-11-04
경상남도 거제시청,사등면 사등리 863 기성초교 후문,어린이보호구역,3,200,70도,30일,2018-11-01,055-639-3683,34.901591,128.550669,2025-11-04
경상남도 거제시청,"옥포동 870-1(국산초교뒤 놀이터주변, 옥포 제3어린이공원)",방범,5,200,70도,30일,2018-11-01,055-639-3683,34.89729605,128.6942762,2025-11-04
경상남도 거제시청,고현동 908체(인공암장 약수터 앞),방범,3,200,70도,30일,2013-06-01,055-639-3683,34.88290426,128.6166468,2025-11-04
경상남도 거제시청,장승포동 산82-3(거제대학입구),방범,4,200,70도,30일,2020-05-01,055-639-3683,34.855162,128.7199747,2025-11-04
경상남도 거제시청,사등면 사등리 893-4(기성초등학교 앞),어린이보호구역,2,200,70도,30일,2013-12-01,055-639-3683,34.90069722,128.5517944,2025-11-04
경상남도 거제시청,상동동 487(고현초등학교 앞),어린이보호구역,1,200,70도,30일,2018-11-01,055-639-3683,34.874251,128.629392,2025-11-04
경상남도 거제시청,연초면 오비리 1166-26(소오비 사거리),방범,2,200,70도,30일,2013-06-01,055-639-3683,34.8985,128.6299,2025-11-04
경상남도 거제시청,연초면 죽토리 1103-3,방범,2,200,70도,30일,2013-06-01,055-639-3683,34.91528666,128.6550482,2025-11-04
경상남도 거제시청,연초면 다공리 226-4(다공중리삼거리),방범,4,200,70도,30일,2016-07-01,055-639-3683,34.9352,128.6565,2025-11-04
경상남도 거제시청,옥포동 567(오뚜기마트옆),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.8906,128.6907,2025-11-04
경상남도 거제시청,장평동 1203(숯불돼지나라 앞 공원내),도시공원,2,200,70도,30일,2015-07-01,055-639-3683,34.8933,128.6148,2025-11-04
경상남도 거제시청,장평동 380-38 (맘모스앞),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.8933,128.6108,2025-11-04
경상남도 거제시청,고현동 163 계룡초등학교 후문 삼거리,어린이보호구역,3,200,70도,30일,2018-11-01,055-639-3683,34.880701,128.624648,2025-11-04
경상남도 거제시청,일운면 지세포리 1378 회진마을회관 앞,어린이보호구역,3,200,70도,30일,2018-11-01,055-639-3683,34.82743432,128.7079467,2025-11-04
경상남도 거제시청,옥포동 309-1 거제외국인학교 입구,어린이보호구역,3,200,70도,30일,2018-11-01,055-639-3683,34.8887,128.6902,2025-11-04
경상남도 거제시청,장평동 1224 장평어린이집 입구,어린이보호구역,3,200,70도,30일,2018-11-01,055-639-3683,34.8853,128.6077,2025-11-04
경상남도 거제시청,능포동 515-18 럭셔리하우스 주변,방범,2,200,70도,30일,2018-07-01,055-639-3683,34.88236401,128.7352257,2025-11-04
경상남도 거제시청,상동동 220-6(상동동 용산마을),주정차단속,3,200,70도,30일,2018-05-01,055-639-3683,34.8682,128.6356,2025-11-04
경상남도 거제시청,장평동 370-2(장평동 다이소 맞은편),주정차단속,3,200,70도,30일,2018-05-01,055-639-3683,34.89214244,128.6106671,2025-11-04
경상남도 거제시청,남부면 바람의언덕 화장실 옆 편의점,방범,2,200,70도,30일,2017-12-01,055-639-3683,34.74348605,128.6623137,2025-11-04
경상남도 거제시청,일운면구조라타운 삼거리,방범,3,200,70도,30일,2017-10-01,055-639-3683,34.807472,128.6929709,2025-11-04
경상남도 거제시청,CU옥포명성점 사거리,방범,4,200,70도,30일,2017-10-01,055-639-3683,34.89214007,128.6925375,2025-11-04
경상남도 거제시청,장목면 외포리 1384 일대,방범,3,200,70도,30일,2017-10-01,055-639-3683,34.93110604,128.7155378,2025-11-04
경상남도 거제시청,상동동 649-4,방범,2,200,70도,30일,2017-10-01,055-639-3683,34.87224891,128.6304734,2025-11-04
경상남도 거제시청,장평동 58-14(홈플러스 공원내),도시공원,2,200,70도,30일,2015-07-01,055-639-3683,34.89066137,128.615745,2025-11-04
경상남도 거제시청,장평동 692(덕산아내옆 원룸촌),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.887347,128.605281,2025-11-04
경상남도 거제시청,장평동 163-1(장평육교 엘리베이트내),방범,3,200,70도,30일,2012-12-01,055-639-3683,34.8887,128.6092,2025-11-04
경상남도 거제시청,하청면 어온리 582-3(칠천연륙교),방범,3,200,70도,30일,2012-01-01,055-639-3683,34.98106202,128.6451612,2025-11-04
경상남도 거제시청,고현동 1031도(중곡초등학교 후문),방범,2,200,70도,30일,2013-06-01,055-639-3683,34.8951,128.6289,2025-11-04
경상남도 거제시청,고현동 2-13(중곡육교 엘리베이터),방범,2,200,70도,30일,2014-11-01,055-639-3683,34.8926,128.6302,2025-11-04
경상남도 거제시청,고현동 194-3(계룡초등학교),어린이보호구역,3,200,70도,30일,2018-11-01,055-639-3683,34.8815,128.6243,2025-11-04
경상남도 거제시청,장승포동 708(세진마트 인근),방범,2,200,70도,30일,2020-05-01,055-639-3683,34.86746095,128.7258602,2025-11-04
경상남도 거제시청,동부면 산양리 1312-1(산양천 오망천교 옆),재난관리,1,200,70도,30일,2014-07-01,055-639-3683,34.82147612,128.60504,2025-11-04
경상남도 거제시청,상문동 35-7(덕산아파트입구),방범,3,200,70도,30일,2020-05-01,055-639-3683,34.8646904,128.6400421,2025-11-04
경상남도 거제시청,양정동 산8-4(수양동 삼성쉐르빌),주정차단속,3,200,70도,30일,2017-06-01,055-639-3683,34.89053203,128.6354924,2025-11-04
경상남도 거제시청,동부면 산양리 803-5(산양우회도로),방범,4,200,70도,30일,2012-08-01,055-639-3683,34.80720002,128.6020571,2025-11-04
